Valor real,Valor predicho,Error
787,716.8398872926591,70.16011270734089
593,623.5495678112684,-30.54956781126839
735,748.1496520501119,-13.149652050111854
708,730.8973326939645,-22.897332693964472
624,638.8849627945106,-14.884962794510557
707,635.6900888396685,71.30991116033147
